User ID,Product Code,Payment Status,Coupon code,Lead Registered Time,Sales Date,Source,Product Amount with GST,Payment Mode,Currency  Code,Transaction Bank
user426,Product19,paid,,2022-07-29 19:33:00,2022-07-29,Direct,2999.0,upi,INR,
user466,Product5,Initiated,,2022-07-29 18:59:00,2022-07-29,Direct,1999.0,,INR,
user427,Product9,paid,,2022-07-29 18:54:00,2022-07-29,Direct,999.0,upi,INR,
user467,Product3,Initiated,,2022-07-29 18:49:00,2022-07-29,Direct,1999.0,,INR,
user487,Product19,Initiated,,2022-07-29 18:13:00,2022-07-29,Direct,2999.0,,INR,
user470,Product3,paid,,2022-07-29 17:52:00,2022-07-29,Direct,1999.0,upi,INR,
user488,Product8,Initiated,,2022-07-29 17:49:00,2022-07-29,Influencer,1499.0,,INR,
user481,Product2,Initiated,,2022-07-29 17:36:00,2022-07-29,Direct,999.0,,INR,
user482,Product1,paid,,2022-07-29 17:27:00,2022-07-29,Direct,3999.0,upi,INR,
user473,Product4,Initiated,,2022-07-29 17:20:00,2022-07-29,Direct,2022.0,,INR,
user492,Product5,paid,,2022-07-29 16:55:00,2022-07-29,Direct,1999.0,cardless_emi,INR,
user483,Product4,Initiated,,2022-07-29 16:47:00,2022-07-29,Direct,2022.0,,INR,
user474,Product18,Initiated,,2022-07-29 16:41:00,2022-07-29,Direct,1999.0,,INR,
user484,Product8,Initiated,,2022-07-29 16:17:00,2022-07-29,Influencer,1499.0,,INR,
user476,Product30,Initiated,,2022-07-29 16:12:00,2022-07-29,Direct,499.0,,INR,
user477,Product25,paid,,2022-07-29 16:09:00,2022-07-29,Direct,1499.0,upi,INR,
user495,Product5,Initiated,,2022-07-29 15:55:00,2022-07-29,Direct,1999.0,,INR,
user485,Product8,Initiated,,2022-07-29 15:46:00,2022-07-29,Influencer,1499.0,,INR,
user502,Product5,Initiated,,2022-07-29 15:39:00,2022-07-29,Direct,1999.0,,INR,
user496,Product5,Initiated,,2022-07-29 15:23:00,2022-07-29,Direct,1999.0,,INR,
user504,Product4,Initiated,,2022-07-29 15:17:00,2022-07-29,Direct,2022.0,,INR,
user500,Product2,paid,,2022-07-29 15:02:00,2022-07-29,Direct,999.0,upi,INR,
user506,Product6,paid,,2022-07-29 15:02:00,2022-07-29,Direct,899.0,upi,INR,
user525,Product5,Initiated,,2022-07-29 15:02:00,2022-07-29,Email,1999.0,,INR,
user452,Product9,Initiated,,2022-07-29 14:54:00,2022-07-29,Direct,999.0,,INR,
user548,Product6,Initiated,,2022-07-29 14:53:00,2022-07-29,Direct,899.0,,USD,
user528,Product9,Initiated,,2022-07-29 14:34:00,2022-07-29,Direct,999.0,,INR,
user509,Product35,Initiated,,2022-07-29 14:26:00,2022-07-29,Influencer,1499.0,,INR,
user550,Product5,Initiated,,2022-07-29 13:52:00,2022-07-29,Direct,1999.0,,INR,
user529,Product4,Initiated,,2022-07-29 13:49:00,2022-07-29,Direct,2022.0,,INR,
user510,Product3,Initiated,,2022-07-29 13:46:00,2022-07-29,Direct,1999.0,,INR,
user511,Product8,Initiated,Coupon5,2022-07-29 13:42:00,2022-07-29,Influencer,1499.0,,INR,
user551,Product9,Initiated,,2022-07-29 13:42:00,2022-07-29,Direct,999.0,,INR,
user552,Product18,Initiated,,2022-07-29 13:38:00,2022-07-29,Direct,1999.0,,INR,
user553,Product4,Initiated,,2022-07-29 13:23:00,2022-07-29,Direct,2022.0,,INR,
user513,Product2,Initiated,,2022-07-29 13:16:00,2022-07-29,Direct,999.0,,INR,
user515,Product8,Initiated,,2022-07-29 12:52:00,2022-07-29,Influencer,1499.0,,INR,
user518,Product2,Initiated,,2022-07-29 12:43:00,2022-07-29,Direct,999.0,,INR,
user555,Product38,Initiated,,2022-07-29 12:38:00,2022-07-29,Direct,499.0,,INR,
user519,Product7,Initiated,,2022-07-29 11:56:00,2022-07-29,Direct,499.0,,INR,
user557,Product5,paid,,2022-07-29 11:54:00,2022-07-29,Direct,1999.0,paylater,INR,
user534,Product37,Initiated,,2022-07-29 11:31:00,2022-07-29,Direct,999.0,,INR,
user559,Product5,Initiated,,2022-07-29 11:30:00,2022-07-29,Direct,1999.0,,INR,
user520,Product3,Initiated,,2022-07-29 11:28:00,2022-07-29,Direct,1999.0,,INR,
user535,Product8,Initiated,,2022-07-29 11:27:00,2022-07-29,Influencer,1499.0,,INR,
user560,Product8,Initiated,,2022-07-29 11:06:00,2022-07-29,Influencer,59.0,,USD,
user561,Product18,Initiated,,2022-07-29 11:02:00,2022-07-29,Direct,1999.0,,INR,
user539,Product4,Initiated,,2022-07-29 10:43:00,2022-07-29,Direct,2022.0,,INR,
user309,Product5,Initiated,,2022-07-29 10:41:00,2022-07-29,Direct,1999.0,,INR,
user562,Product6,Initiated,,2022-07-29 10:22:00,2022-07-29,Direct,899.0,,INR,
user563,Product1,Initiated,,2022-07-29 10:11:00,2022-07-29,Paid,3999.0,,INR,
user523,Product4,paid,,2022-07-29 09:33:00,2022-07-29,Direct,2022.0,card,INR,
